date,plot,species,sex,hfl,wgt
1990-01-06,19,PF,F,16,6
1990-01-06,17,NA,F,32,165
1990-01-06,6,RM,M,16,9
1990-01-06,18,RM,M,17,10
1990-01-06,7,RM,M,18,11
1990-01-06,1,DO,F,36,56
1990-01-06,12,DO,NA,NA,NA
1990-01-06,17,RM,M,16,11
1990-01-06,1,DO,M,37,55
1990-01-06,6,PF,M,16,7
1990-01-06,6,AB,NA,NA,NA
1990-01-06,17,PE,M,21,24
1990-01-06,12,OT,M,21,28
1990-01-06,17,DO,M,36,49
1990-01-07,3,SH,M,31,61
1990-01-07,4,DM,M,37,44
1990-01-07,5,RF,M,18,13
1990-01-07,11,DO,M,38,41
1990-01-07,9,DO,M,35,52
1990-01-07,9,DO,M,37,50
1990-01-07,4,DM,M,37,49
1990-01-07,9,DO,F,35,49
1990-01-07,15,PE,F,20,19
1990-01-07,13,RF,F,18,14
1990-01-07,8,DM,M,38,48
1990-01-07,14,DO,M,40,52
1990-01-07,3,OT,M,21,22
1990-01-07,8,DM,F,36,38
1990-01-07,4,DM,M,37,34
1990-01-07,10,RM,M,18,11
1990-01-07,8,DM,F,35,49
1990-01-07,4,DM,F,37,42
1990-01-07,14,DM,M,37,50
1990-01-07,4,DM,M,37,34
1990-01-07,9,DO,M,36,42
1990-01-07,3,RM,M,18,10
1990-01-07,5,BA,F,13,9
1990-01-07,4,DM,M,37,50
1990-01-07,11,DO,F,35,38
1990-01-07,11,DM,M,36,46
1990-01-07,2,PE,F,21,22
1990-01-07,4,DM,F,38,43
1990-01-07,8,DM,M,37,47
1990-01-07,4,DS,NA,NA,NA
1990-01-07,13,PP,M,21,14
1990-01-07,2,DO,M,38,61
1990-01-07,2,OT,F,20,23
1990-01-07,4,DM,M,38,39
1990-01-07,11,DM,F,37,40
1990-01-07,13,RM,M,17,11
1990-01-07,2,DO,F,36,43
1990-01-07,8,DO,F,36,45
1990-01-07,3,AB,NA,NA,NA
1990-01-07,4,DM,F,36,36
1990-01-07,9,DM,F,37,40
1990-01-07,8,DM,M,37,57
1990-01-07,11,DM,M,38,50
1990-01-07,9,DM,M,37,45
1990-01-07,9,DM,F,36,35
1990-01-07,15,RM,M,17,9
1990-01-07,4,DM,F,38,44
1990-01-07,9,DM,F,37,40
1990-01-07,13,RM,F,17,11
1990-01-07,4,DS,M,51,126
1990-01-07,9,DM,M,37,45
1990-01-07,10,RM,F,17,11
1990-01-07,2,AB,NA,NA,NA
1990-01-07,5,AB,NA,NA,NA
1990-01-07,16,NA,NA,NA,NA
1990-01-29,6,PF,M,16,7
1990-01-29,20,RM,F,17,9
1990-01-29,1,DM,F,37,37
1990-01-29,6,AB,NA,NA,NA
1990-01-29,19,PE,M,21,23
1990-01-29,7,PE,M,21,21
1990-01-29,12,SF,M,28,48
1990-01-29,24,PE,M,22,24
1990-01-29,6,AB,NA,NA,NA
1990-01-29,20,AB,NA,NA,NA
1990-01-29,1,DM,M,37,45
1990-01-29,12,NA,F,31,197
1990-01-29,20,RM,F,17,9
1990-01-29,7,PE,F,21,23
1990-01-29,21,SF,F,26,50
1990-01-29,6,PF,M,17,7
1990-01-29,18,AB,NA,NA,NA
1990-01-29,7,RM,F,17,9
1990-01-29,6,PF,F,16,9
1990-01-29,24,RF,F,19,11
1990-01-29,22,DM,M,37,52
1990-01-29,21,RM,M,17,10
1990-01-29,20,AB,NA,NA,NA
1990-01-29,21,AB,NA,NA,NA
1990-01-29,18,RM,M,17,10
1990-01-29,23,RM,F,17,10
1990-01-29,22,DM,F,38,43
1990-01-29,12,RM,M,17,10
1990-01-29,21,AB,NA,NA,NA
1990-01-29,6,RM,F,17,9
1990-01-29,18,RF,F,18,12
1990-01-29,12,PG,NA,NA,NA
1990-01-29,12,OT,M,22,22
1990-01-29,21,SF,F,27,46
1990-01-29,20,AB,NA,NA,NA
1990-01-29,21,PG,NA,NA,NA
1990-01-29,12,AH,NA,NA,NA
1990-01-29,18,PE,F,22,19
1990-01-29,12,AB,NA,NA,NA
1990-01-29,19,PF,F,17,7
1990-01-29,22,PH,F,28,33
1990-01-29,6,PG,NA,NA,NA
1990-01-29,20,AH,NA,NA,NA
1990-01-29,21,PG,NA,NA,NA
1990-01-29,19,AB,NA,NA,NA
1990-01-29,17,RM,M,17,10
1990-01-29,7,RM,F,17,9
1990-01-29,22,OT,M,22,21
1990-01-29,21,RM,M,17,8
1990-01-29,17,DO,M,38,52
1990-01-29,12,DO,M,37,55
1990-01-29,7,RM,F,18,9
1990-01-29,1,OL,F,22,24
1990-01-29,23,AB,NA,NA,NA
1990-01-29,19,RM,F,17,13
1990-01-29,1,DM,M,38,46
1990-01-29,6,AB,NA,NA,NA
1990-01-29,23,AB,NA,NA,NA
1990-01-29,18,RM,M,17,9
1990-01-29,1,OL,M,22,35
1990-01-29,7,PE,M,22,19
1990-01-29,19,RM,F,19,11
1990-01-29,6,PE,F,21,26
1990-01-29,12,DO,F,37,50
1990-01-29,23,AB,NA,NA,NA
1990-01-29,22,AB,NA,NA,NA
1990-01-30,13,AB,NA,NA,NA
1990-01-30,13,RM,F,17,10
1990-01-30,2,DO,F,35,30
1990-01-30,3,PF,M,17,7
1990-01-30,9,DO,M,36,51
1990-01-30,8,DM,F,37,39
1990-01-30,4,DM,F,36,46
1990-01-30,9,DO,M,37,49
1990-01-30,8,DM,M,37,48
1990-01-30,3,RM,M,17,8
1990-01-30,5,RM,F,17,9
1990-01-30,11,DO,M,38,58
1990-01-30,13,RM,M,17,10
1990-01-30,11,DO,M,37,50
1990-01-30,3,OT,F,21,22
1990-01-30,14,DM,M,37,52
1990-01-30,4,DM,M,36,48
1990-01-30,10,RM,F,18,12
1990-01-30,15,PE,F,22,23
1990-01-30,16,AB,NA,NA,NA
1990-01-30,2,DO,F,36,29
1990-01-30,3,RM,F,17,10
1990-01-30,4,DM,M,38,42
1990-01-30,13,OT,F,22,21
1990-01-30,4,DM,F,36,41
1990-01-30,4,DM,M,37,38
1990-01-30,2,DO,M,38,60
1990-01-30,14,DM,F,36,48
1990-01-30,9,DO,M,36,44
1990-01-30,8,DM,F,35,35
1990-01-30,14,RM,F,17,9
1990-01-30,14,DO,M,40,54
1990-01-30,11,DM,M,36,49
1990-01-30,8,DM,F,37,47
1990-01-30,4,DM,F,37,40
1990-01-30,2,PE,F,22,20
1990-01-30,9,DM,M,38,45
1990-01-30,4,DM,F,37,38
1990-01-30,15,RM,F,17,12
1990-01-30,11,DO,F,36,41
1990-01-30,10,RM,F,17,10
1990-01-30,8,DM,M,37,50
1990-01-30,15,AB,NA,NA,NA
1990-01-30,11,DM,M,38,51
1990-01-30,16,RM,M,17,9
1990-01-30,14,DM,M,37,30
1990-01-30,13,RM,M,17,10
1990-01-30,3,RM,F,16,8
1990-01-30,4,DM,M,38,40
1990-01-30,9,DM,F,37,41
1990-01-30,4,DM,F,38,41
1990-01-30,9,DM,F,36,38
1990-01-30,8,DM,NA,NA,NA
1990-01-30,16,RM,F,17,9
1990-01-30,5,RF,F,17,14
1990-01-30,9,DM,M,37,47
1990-01-30,16,AB,NA,NA,NA
1990-01-30,4,DS,M,50,132
1990-01-30,9,DM,F,37,46
1990-01-30,4,DM,M,37,49
1990-01-30,5,RM,M,18,10
1990-01-30,10,RM,M,18,10
1990-01-30,13,RF,F,18,13
1990-01-30,11,DM,F,37,40
1990-01-30,8,DM,F,37,36
1990-02-24,1,DM,F,37,38
1990-02-24,19,PF,F,15,7
1990-02-24,21,RM,M,17,10
1990-02-24,19,PE,M,21,21
1990-02-24,7,RM,F,17,10
1990-02-24,19,RM,F,16,9
1990-02-24,1,DM,M,37,44
1990-02-24,20,PC,NA,NA,NA
1990-02-24,12,RM,F,16,10
1990-02-24,18,PE,M,21,22
1990-02-24,6,PF,M,15,7
1990-02-24,12,DO,F,34,27
1990-02-24,12,SF,F,26,81
1990-02-24,12,DO,M,36,59
1990-02-24,7,RM,M,17,11
1990-02-24,6,PF,F,15,7
1990-02-24,12,SF,M,26,48
1990-02-24,20,RM,F,17,12
1990-02-24,12,NA,F,33,194
1990-02-24,6,RM,M,16,8
1990-02-24,12,OT,M,21,24
1990-02-24,23,RM,M,17,8
1990-02-24,1,NA,F,31,152
1990-02-24,12,PE,M,22,23
1990-02-24,7,RM,F,17,12
1990-02-24,6,PF,M,15,8
1990-02-24,1,DO,M,39,39
1990-02-24,12,RM,M,17,10
1990-02-24,21,RM,F,17,10
1990-02-24,1,DM,M,38,50
1990-02-24,19,RM,F,17,13
1990-02-24,1,NA,M,25,48
1990-02-24,7,PE,M,22,26
1990-02-24,19,OT,M,22,23
1990-02-24,17,RM,M,17,9
1990-02-24,17,DO,M,37,55
1990-02-24,1,DO,M,36,43
1990-02-24,12,OL,F,21,33
1990-02-24,12,SF,M,25,36
1990-02-24,18,PE,NA,NA,NA
1990-02-24,22,PH,F,27,33
1990-02-24,24,PE,F,22,17
1990-02-24,1,OL,M,21,36
1990-02-24,18,RM,F,17,15
1990-02-24,17,DO,M,36,54
1990-02-24,17,RM,M,17,10
1990-02-24,12,DO,M,34,29
1990-02-24,23,PC,NA,NA,NA
1990-02-24,22,DM,M,37,53
1990-02-24,17,NA,F,34,169
1990-02-24,21,RM,M,16,8
1990-02-24,23,RM,M,16,8
1990-02-24,7,PE,F,21,28
1990-02-24,7,PE,M,21,21
1990-02-24,23,RM,M,17,9
1990-02-25,3,SH,M,30,80
1990-02-25,4,DM,M,37,43
1990-02-25,3,SH,F,29,67
1990-02-25,3,OT,F,21,23
1990-02-25,5,BA,M,14,7
1990-02-25,10,PC,NA,NA,NA
1990-02-25,9,DO,F,36,49
1990-02-25,13,OT,M,20,21
1990-02-25,2,DO,F,36,36
1990-02-25,3,PF,M,15,7
1990-02-25,13,RM,M,16,10
1990-02-25,10,PC,NA,NA,NA
1990-02-25,14,RM,F,17,9
1990-02-25,11,DO,F,36,48
1990-02-25,3,OT,M,20,23
1990-02-25,4,DM,F,35,40
1990-02-25,11,OT,M,21,23
1990-02-25,3,PE,M,21,21
1990-02-25,4,DM,M,37,49
1990-02-25,8,DM,F,37,41
1990-02-25,5,BA,F,14,7
1990-02-25,10,RF,F,18,14
1990-02-25,11,DO,M,36,50
1990-02-25,8,DM,M,37,50
1990-02-25,15,RM,F,17,10
1990-02-25,3,RM,F,17,14
1990-02-25,15,RM,M,17,9
1990-02-25,8,DM,F,36,38
1990-02-25,13,PE,M,20,18
1990-02-25,3,PC,NA,NA,NA
1990-02-25,14,DM,M,36,54
1990-02-25,14,DM,F,36,48
1990-02-25,11,DM,M,37,47
1990-02-25,4,DM,F,37,42
1990-02-25,14,AH,NA,NA,NA
1990-02-25,2,DO,M,37,62
1990-02-25,11,DM,M,38,50
1990-02-25,9,DM,M,36,47
1990-02-25,8,DM,F,37,46
1990-02-25,14,DO,M,36,55
1990-02-25,4,DM,M,38,40
1990-02-25,14,PC,NA,NA,NA
1990-02-25,5,RM,F,17,12
1990-02-25,9,DO,M,35,46
1990-02-25,8,DO,F,35,42
1990-02-25,4,DM,F,37,37
1990-02-25,10,RM,M,17,6
1990-02-25,11,DO,M,36,42
1990-02-25,8,DO,F,36,52
1990-02-25,15,PC,NA,NA,NA
1990-02-25,14,DM,M,36,37
1990-02-25,11,DM,F,37,39
1990-02-25,9,DM,F,37,44
1990-02-25,3,RM,F,16,8
1990-02-25,4,DM,F,37,47
1990-02-25,10,RM,M,17,10
1990-02-25,9,DM,F,35,41
1990-02-25,14,DM,M,38,43
1990-02-25,4,DM,F,35,30
1990-02-25,8,DM,F,35,40
1990-02-25,2,NA,M,33,218
1990-02-25,4,DS,M,50,132
1990-02-25,16,RM,F,17,12
1990-02-25,9,DM,M,36,46
1990-02-25,4,DM,M,36,49
1990-02-25,5,RM,M,17,11
1990-02-25,9,DM,F,37,38
1990-02-25,4,DM,M,37,49
1990-02-25,3,RM,F,17,13
1990-02-25,11,DM,M,38,54
1990-02-25,4,DM,M,37,41
1990-02-25,8,DM,F,36,29
1990-02-25,5,RM,M,18,11
1990-02-25,11,DM,F,35,46
1990-03-29,20,OT,M,21,23
1990-03-29,7,PE,F,19,23
1990-03-29,6,PF,M,16,7
1990-03-29,22,DM,M,32,21
1990-03-29,19,PE,F,19,23
1990-03-29,21,RM,M,16,8
1990-03-29,7,RM,F,17,9
1990-03-29,1,DM,F,35,39
1990-03-29,24,RF,F,17,12
1990-03-29,6,RM,F,15,11
1990-03-29,12,RM,M,16,10
1990-03-29,22,DM,F,39,39
1990-03-29,24,RM,F,17,11
1990-03-29,12,SF,M,28,52
1990-03-29,19,PF,F,16,7
1990-03-29,24,PE,F,21,19
1990-03-29,12,SF,M,30,58
1990-03-29,21,RM,F,17,11
1990-03-29,19,PE,M,21,22
1990-03-29,17,PE,F,20,21
1990-03-29,1,DM,M,37,48
1990-03-29,19,RM,F,18,12
1990-03-29,12,RM,M,17,11
1990-03-29,19,RM,M,17,9
1990-03-29,1,DO,M,36,47
1990-03-29,17,DO,F,36,44
1990-03-29,1,DO,M,36,46
1990-03-29,19,RM,F,16,9
1990-03-29,22,PH,F,27,34
1990-03-29,12,DM,NA,NA,NA
1990-03-29,12,DO,M,35,35
1990-03-29,18,NA,F,34,110
1990-03-29,12,OT,F,20,24
1990-03-29,17,DO,M,36,55
1990-03-29,23,PE,M,19,24
1990-03-29,20,PE,M,20,23
1990-03-29,24,RM,M,17,9
1990-03-29,17,NA,F,32,170
1990-03-29,23,RM,F,16,8
1990-03-29,20,OT,F,21,23
1990-03-29,17,DO,M,37,56
1990-03-29,7,RM,F,17,12
1990-03-29,6,PF,F,15,7
1990-03-29,17,RM,M,17,9
1990-03-29,22,DS,M,51,134
1990-03-29,7,PE,M,19,20
1990-03-29,12,OT,M,21,23
1990-03-29,12,RM,F,17,10
1990-03-29,23,RM,F,16,12
1990-03-29,18,RM,F,16,14
1990-03-29,23,RM,F,16,10
1990-03-29,7,PE,M,22,26
1990-03-29,6,PE,M,21,25
1990-03-29,7,PE,F,21,26
1990-03-30,2,DM,F,37,46
1990-03-30,11,OL,M,21,37
1990-03-30,3,SH,M,30,82
1990-03-30,14,DM,M,36,41
1990-03-30,3,RM,F,17,10
1990-03-30,4,DM,M,37,45
1990-03-30,10,RF,F,18,14
1990-03-30,4,DM,F,36,45
1990-03-30,13,RM,M,16,10
1990-03-30,10,RM,M,16,10
1990-03-30,14,DM,M,34,43
1990-03-30,9,DM,F,37,43
1990-03-30,13,PE,M,20,19
1990-03-30,3,PF,F,16,7
1990-03-30,13,RF,F,18,15
1990-03-30,11,DO,M,36,52
1990-03-30,8,DM,F,37,46
1990-03-30,4,DM,M,33,25
1990-03-30,4,DM,M,35,25
1990-03-30,15,NA,M,34,243
1990-03-30,15,PF,M,15,7
1990-03-30,8,DM,F,36,43
1990-03-30,2,DM,M,37,50
1990-03-30,8,RM,F,17,11
1990-03-30,3,OT,F,20,24
1990-03-30,2,DO,F,36,48
1990-03-30,11,DO,M,37,45
1990-03-30,16,RM,F,15,11
1990-03-30,14,DM,F,36,43
1990-03-30,2,SH,M,30,69
1990-03-30,4,DM,F,36,44
1990-03-30,11,PE,M,20,21
1990-03-30,16,RM,M,15,8
1990-03-30,2,DM,M,37,43
1990-03-30,16,RM,M,17,9
1990-03-30,14,OT,M,20,23
1990-03-30,2,DO,M,36,54
1990-03-30,5,RM,F,17,14
1990-03-30,11,DO,M,37,NA
1990-03-30,9,DM,M,37,47
1990-03-30,11,DO,F,36,50
1990-03-30,10,RM,F,17,10
1990-03-30,16,RM,F,15,11
1990-03-30,4,DM,M,37,48
1990-03-30,11,RM,M,18,10
1990-03-30,8,DO,F,37,43
1990-03-30,3,RM,M,17,10
1990-03-30,2,DO,M,36,58
1990-03-30,3,PF,F,16,7
1990-03-30,9,DM,M,36,48
1990-03-30,11,DM,M,36,52
1990-03-30,3,PE,M,20,17
1990-03-30,4,DM,F,32,24
1990-03-30,4,DM,M,37,41
1990-03-30,8,DO,M,36,46
1990-03-30,4,DS,M,50,126
1990-03-30,11,DM,M,37,52
1990-03-30,8,DO,F,35,50
1990-03-30,15,AB,NA,NA,NA
1990-03-30,11,DM,F,36,44
1990-03-30,8,DM,F,37,56
1990-03-30,3,SH,F,31,77
1990-03-30,4,DM,F,37,43
1990-03-30,9,DM,M,37,48
1990-03-30,9,DO,F,36,53
1990-03-30,5,DM,F,35,44
1990-03-30,8,DM,M,36,51
1990-03-30,4,DM,F,38,48
1990-03-30,11,DM,M,37,46
1990-03-30,4,DM,M,37,44
1990-03-30,11,DM,F,35,41
1990-03-30,8,DM,F,36,39
1990-04-24,19,RM,M,17,10
1990-04-24,19,RM,F,17,10
1990-04-24,18,PE,F,21,24
1990-04-24,18,AH,NA,NA,NA
1990-04-24,1,BA,M,14,7
1990-04-24,18,OT,M,21,26
1990-04-24,19,PF,F,16,7
1990-04-24,23,RM,F,17,8
1990-04-24,24,RF,F,19,11
1990-04-24,1,DM,M,36,38
1990-04-24,22,DM,M,37,49
1990-04-24,19,RM,F,18,12
1990-04-24,12,NA,M,33,122
1990-04-24,1,SS,NA,NA,NA
1990-04-24,19,RM,M,17,9
1990-04-24,24,RM,M,17,9
1990-04-24,1,DO,M,36,45
1990-04-24,1,DO,M,36,48
1990-04-24,1,DM,M,37,46
1990-04-24,7,RM,M,18,10
1990-04-24,22,DM,F,37,43
1990-04-24,7,RM,F,17,11
1990-04-24,12,DO,M,36,43
1990-04-24,19,PE,M,21,20
1990-04-24,23,RM,F,16,9
1990-04-24,12,OL,F,21,31
1990-04-24,19,PE,M,22,24
1990-04-24,23,PE,M,22,24
1990-04-24,18,PF,M,16,7
1990-04-24,22,PH,F,27,34
1990-04-24,18,RM,F,16,8
1990-04-24,19,RM,M,17,9
1990-04-24,1,DM,M,37,45
1990-04-24,23,PE,F,22,27
1990-04-24,7,RM,M,15,8
1990-04-24,12,OT,F,21,27
1990-04-24,18,PP,F,22,18
1990-04-24,12,OT,M,21,25
1990-04-24,19,PE,F,22,21
1990-04-24,23,RF,M,18,12
1990-04-25,20,PE,F,19,11
1990-04-25,17,DO,F,36,48
1990-04-25,16,RM,M,17,9
1990-04-25,20,OL,F,21,30
1990-04-25,17,DM,F,37,48
1990-04-25,2,DO,F,36,45
1990-04-25,15,AH,NA,NA,NA
1990-04-25,20,PE,F,19,11
1990-04-25,2,DO,M,36,58
1990-04-25,17,DO,NA,NA,NA
1990-04-25,2,RM,M,17,8
1990-04-25,15,RM,M,17,8
1990-04-25,17,DO,F,36,44
1990-04-25,17,NA,F,34,158
1990-04-25,17,DO,M,36,54
1990-04-25,20,OT,M,20,27
1990-04-25,21,NA,NA,NA,NA
1990-04-26,4,DM,M,37,43
1990-04-26,11,DO,M,36,54
1990-04-26,9,SS,NA,NA,NA
1990-04-26,3,SH,F,31,85
1990-04-26,14,DM,F,37,40
1990-04-26,3,OT,M,21,26
1990-04-26,6,PP,M,22,18
1990-04-26,6,PP,F,21,17
1990-04-26,6,OL,F,20,10
1990-04-26,11,SF,M,21,47
1990-04-26,11,SF,M,21,54
1990-04-26,5,SS,NA,NA,NA
1990-04-26,3,PP,F,22,18
1990-04-26,4,DM,F,37,39
1990-04-26,8,DM,F,37,39
1990-04-26,8,DM,F,37,40
1990-04-26,4,DM,F,36,53
1990-04-26,6,PC,NA,NA,NA
1990-04-26,9,DM,F,37,43
1990-04-26,14,DM,NA,NA,NA
1990-04-26,3,RM,F,17,13
1990-04-26,9,DM,F,37,23
1990-04-26,4,DM,M,37,41
1990-04-26,8,DM,M,35,18
1990-04-26,14,DM,M,35,24
1990-04-26,3,PF,M,16,7
1990-04-26,4,DM,M,37,47
1990-04-26,4,DM,M,37,34
1990-04-26,11,DM,M,36,50
1990-04-26,11,DO,F,36,45
1990-04-26,4,DM,M,37,44
1990-04-26,9,DM,M,37,48
1990-04-26,8,DM,M,38,50
1990-04-26,14,DM,F,37,44
1990-04-26,11,DO,M,37,56
1990-04-26,9,DM,M,37,49
1990-04-26,3,RM,F,16,8
1990-04-26,3,RM,F,18,12
1990-04-26,6,PF,M,16,7
1990-04-26,4,DS,M,50,125
1990-04-26,6,RM,M,17,9
1990-04-26,8,DM,F,37,49
1990-04-26,3,RM,F,16,8
1990-04-26,14,DM,M,35,26
1990-04-26,11,DM,M,37,50
1990-04-26,10,RM,M,17,10
1990-04-26,9,DM,F,37,40
1990-04-26,11,DM,F,37,43
1990-04-26,8,DO,F,34,28
1990-04-26,4,DM,F,37,47
1990-04-26,9,DM,M,38,49
1990-04-26,8,DO,F,37,54
1990-04-26,14,DO,M,37,52
1990-04-26,3,RM,M,18,10
1990-04-26,11,DM,M,37,50
1990-04-26,4,DM,F,37,46
1990-04-26,11,DM,F,37,53
1990-04-26,9,DM,M,36,28
1990-04-26,6,RM,F,17,10
1990-04-26,3,BA,M,14,7
1990-04-26,13,NA,NA,NA,NA
1990-05-23,18,AH,NA,NA,NA
1990-05-23,1,DM,M,36,40
1990-05-23,7,RM,F,16,9
1990-05-23,12,DM,F,37,43
1990-05-23,1,DM,F,36,48
1990-05-23,19,PF,F,14,6
1990-05-23,18,PE,M,21,22
1990-05-23,19,SF,M,27,68
1990-05-23,12,DM,M,37,48
1990-05-23,12,OT,F,21,24
1990-05-23,18,RM,F,15,9
1990-05-23,1,DO,M,35,51
1990-05-23,19,PE,M,21,21
1990-05-23,7,RM,M,17,12
1990-05-23,19,RM,F,18,14
1990-05-23,18,NA,F,32,143
1990-05-23,19,PE,F,20,21
1990-05-23,22,PH,F,26,34
1990-05-23,12,DO,M,36,48
1990-05-23,22,DM,M,36,50
1990-05-23,19,PF,F,15,7
1990-05-23,23,PE,M,20,20
1990-05-23,19,RM,F,17,11
1990-05-23,1,DO,M,36,48
1990-05-23,16,NA,NA,NA,NA
1990-05-24,20,AH,NA,NA,NA
1990-05-24,21,SF,F,26,51
1990-05-24,11,DO,M,36,51
1990-05-24,8,DM,M,36,32
1990-05-24,9,DM,F,35,45
1990-05-24,2,DO,F,36,49
1990-05-24,11,DO,F,36,47
1990-05-24,20,OT,F,21,27
1990-05-24,8,DM,F,35,42
1990-05-24,8,DM,M,36,50
1990-05-24,10,RM,F,17,10
1990-05-24,8,DM,F,36,42
1990-05-24,9,DM,F,35,30
1990-05-24,9,DM,M,36,47
1990-05-24,2,DO,M,37,58
1990-05-24,11,DM,M,36,50
1990-05-24,8,DM,M,35,30
1990-05-24,11,DM,M,36,49
1990-05-24,20,NA,F,30,86
1990-05-24,17,AH,NA,NA,NA
1990-05-24,17,AH,NA,NA,NA
1990-05-24,8,DM,F,36,45
1990-05-24,17,AH,NA,NA,NA
1990-05-24,21,RM,F,14,8
1990-05-24,8,DO,F,35,49
1990-05-24,10,RM,M,17,10
1990-05-24,9,DM,M,36,48
1990-05-24,8,DO,F,34,35
1990-05-24,9,DM,M,36,45
1990-05-24,17,DO,F,36,41
1990-05-24,9,DM,M,36,35
1990-05-24,11,DM,F,35,49
1990-05-24,2,OT,F,20,25
1990-05-24,8,DM,F,36,43
1990-05-24,17,NA,M,32,104
1990-05-24,11,DM,F,36,48
1990-05-24,17,DO,M,36,54
1990-05-24,11,DM,F,34,23
1990-05-25,3,SH,F,31,98
1990-05-25,4,DM,M,36,43
1990-05-25,6,PP,M,20,19
1990-05-25,6,SS,NA,NA,NA
1990-05-25,14,DM,F,35,45
1990-05-25,3,RM,F,16,8
1990-05-25,15,AH,NA,NA,NA
1990-05-25,4,DM,F,35,41
1990-05-25,14,DM,F,36,41
1990-05-25,13,OT,F,20,25
1990-05-25,3,PP,F,21,19
1990-05-25,4,DM,M,35,27
1990-05-25,4,DM,M,36,40
1990-05-25,14,DM,M,35,30
1990-05-25,14,DM,M,34,44
1990-05-25,3,BA,F,14,10
1990-05-25,3,PF,F,15,7
1990-05-25,4,DS,M,50,116
1990-05-25,14,DM,M,36,31
1990-05-25,4,DM,M,36,22
1990-05-25,14,DO,M,37,54
1990-05-25,5,OT,F,20,24
1990-05-25,3,RM,F,14,8
1990-05-25,5,RM,M,16,10
1990-05-25,4,DM,F,37,52
1990-05-25,4,DM,M,36,46
1990-05-25,6,AH,NA,NA,NA
1990-05-25,24,NA,NA,NA,NA
1990-06-21,20,RM,F,16,8
1990-06-21,23,RM,M,16,9
1990-06-21,7,RM,F,16,9
1990-06-21,1,OT,F,20,25
1990-06-21,18,PP,M,24,11
1990-06-21,6,PF,M,15,7
1990-06-21,12,DO,F,35,40
1990-06-21,21,SF,F,24,53
1990-06-21,24,PE,M,20,21
1990-06-21,12,OT,F,20,27
1990-06-21,17,DO,M,36,60
1990-06-21,17,DO,M,36,49
1990-06-21,21,RM,F,16,8
1990-06-21,22,DS,M,50,128
1990-06-21,18,PP,F,24,16
1990-06-21,1,DO,M,36,54
1990-06-21,12,DO,M,36,47
1990-06-21,18,NA,F,33,139
1990-06-21,1,DO,M,36,53
1990-06-21,6,PF,M,15,7
1990-06-21,20,PE,F,21,20
1990-06-21,7,RM,F,17,8
1990-06-21,12,DM,F,36,43
1990-06-21,22,DM,F,37,35
1990-06-21,22,DM,M,37,46
1990-06-21,1,DM,M,36,43
1990-06-21,19,RM,F,16,10
1990-06-21,17,DO,M,36,55
1990-06-21,7,RM,M,16,10
1990-06-22,4,DM,M,36,42
1990-06-22,9,DM,M,36,35
1990-06-22,8,DM,M,36,37
1990-06-22,4,DM,M,34,25
1990-06-22,9,DO,M,35,41
1990-06-22,3,PF,M,15,7
1990-06-22,10,RM,M,17,9
1990-06-22,14,DM,F,33,19
1990-06-22,3,BA,F,14,8
1990-06-22,9,DM,M,33,21
1990-06-22,14,DM,M,34,18
1990-06-22,11,DO,F,36,50
1990-06-22,9,DM,F,36,50
1990-06-22,4,DM,M,36,40
1990-06-22,2,DO,F,36,42
1990-06-22,3,PF,F,16,8
1990-06-22,2,DO,M,37,48
1990-06-22,4,DM,M,36,35
1990-06-22,11,DO,M,37,51
1990-06-22,14,DM,F,36,43
1990-06-22,9,DM,M,37,46
1990-06-22,4,DM,F,36,40
1990-06-22,11,DM,M,36,48
1990-06-22,3,RM,M,16,9
1990-06-22,13,OT,F,21,24
1990-06-22,9,DM,F,37,40
1990-06-22,4,DM,F,37,40
1990-06-22,10,RM,F,18,10
1990-06-22,14,DM,F,33,16
1990-06-22,3,PF,M,16,8
1990-06-22,4,DM,F,37,42
1990-06-22,8,DM,F,36,43
1990-06-22,5,RM,M,17,9
1990-06-22,11,DM,M,38,51
1990-06-22,8,DO,F,35,46
1990-06-22,14,DM,M,36,33
1990-06-22,3,PP,F,22,18
1990-06-22,4,DM,M,37,48
1990-06-22,14,DO,M,37,53
1990-06-22,4,DM,F,34,19
1990-06-22,11,DM,F,36,44
1990-06-22,11,DM,M,33,20
1990-06-22,5,OT,F,20,26
1990-06-22,4,DS,M,50,124
1990-06-22,9,DM,M,35,46
1990-06-22,11,DM,F,37,42
1990-06-22,15,NA,NA,NA,NA
1990-06-22,16,NA,NA,NA,NA
1990-07-21,1,UP,NA,NA,NA
1990-07-21,20,PE,F,22,24
1990-07-21,1,DM,M,35,43
1990-07-21,22,DM,F,35,24
1990-07-21,12,DO,F,34,46
1990-07-21,18,OL,F,18,42
1990-07-21,21,RM,M,15,9
1990-07-21,17,DM,F,36,41
1990-07-21,18,NA,F,30,66
1990-07-21,1,DO,F,36,58
1990-07-21,1,DM,M,38,45
1990-07-21,20,PE,M,20,22
1990-07-21,1,DM,M,37,46
1990-07-21,17,OT,F,23,18
1990-07-21,6,OT,M,20,29
1990-07-21,1,DO,M,36,55
1990-07-21,19,OT,F,22,39
1990-07-21,12,DO,M,38,53
1990-07-21,6,PP,M,22,20
1990-07-21,18,PP,F,21,9
1990-07-21,1,DO,M,36,53
1990-07-21,6,RM,F,17,11
1990-07-21,6,PF,M,15,8
1990-07-21,18,PP,F,21,9
